name,country,status,n_stations,station_type,n_capacity_nan,n_capacity_zero,capacity_median,capacity_unique_values,A1_n_stations,A1_share_pct,A3_n_stations,A3_share_pct,A4_n_stations,A4_share_pct,A2_flagged,A5_flagged,A6_flagged,A7_flagged,url,elapsed_s
Ryde Sarpsborg,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydesarpsborg/gbfs,0.1
Ryde Skien,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydeskien/gbfs,0.2
Ryde Stavanger,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydestavanger/gbfs,0.1
Ryde Tønsberg,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydetonsberg/gbfs,0.1
Ryde Tromsø,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydetromso/gbfs,0.1
Ryde Trondheim,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydetrondheim/gbfs,0.2
Ryde_Oslo,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/rydeoslo/gbfs,0.1
Trondheim Bysykkel,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/trondheimbysykkel/gbfs,0.1
Voi Arendal,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voiarendal/gbfs,0.3
Voi Bergen,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voibergen/gbfs,0.1
Voi Fredrikstad,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voifredrikstad/gbfs,0.1
Voi Kristiansand,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voikristiansand/gbfs,0.2
Voi Lillestrom,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voilillestrom/gbfs,0.1
Voi Oslo,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voioslo/gbfs,0.1
Voi Stavanger,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voistavanger/gbfs,0.1
Voi Trondheim,NO,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.entur.io/mobility/v2/gbfs/v3/voitrondheim/gbfs,0.3
Zeus Oslo,NO,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://zeus.city/api/v1/mds/gbfs/oslo/gbfs.json,0.1
Flamingo Auckland,NZ,ok,97.0,docked_bike,97.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.06,False,False,False,True,https://data.rideflamingo.com/gbfs/3/auckland/gbfs.json,1.3
Flamingo Christchurch,NZ,ok,27.0,docked_bike,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,14.81,False,False,False,True,https://data.rideflamingo.com/gbfs/3/christchurch/gbfs.json,1.6
Flamingo Dunedin,NZ,ok,37.0,docked_bike,37.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,13.51,False,False,False,True,https://data.rideflamingo.com/gbfs/3/dunedin/gbfs.json,0.8
Flamingo Palmerston North,NZ,ok,53.0,docked_bike,53.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,11.32,False,False,False,True,https://data.rideflamingo.com/gbfs/3/palmerston-north/gbfs.json,1.2
Flamingo Porirua,NZ,ok,20.0,docked_bike,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,30.0,False,False,False,True,https://data.rideflamingo.com/gbfs/3/porirua/gbfs.json,1.9
Flamingo Tauranga,NZ,too_small_below_Nmin,13.0,,,,,,,,,,,,,,,,https://data.rideflamingo.com/gbfs/3/tauranga/gbfs.json,0.8
Flamingo Waimakariri,NZ,too_small_below_Nmin,6.0,,,,,,,,,,,,,,,,https://data.rideflamingo.com/gbfs/3/waimakariri/gbfs.json,0.8
Flamingo Wellington,NZ,ok,58.0,docked_bike,58.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,10.34,False,False,False,True,https://data.rideflamingo.com/gbfs/3/wellington/gbfs.json,1.2
JOLT Hutt Valley,NZ,ok,81.0,docked_bike,81.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.7,False,False,False,True,https://prod-api.joltscooters.co.nz/api/gbfs/hutt_valley/gbfs.json,1.7
JOLT New Plymouth,NZ,ok,72.0,docked_bike,72.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,4.17,False,False,False,True,https://prod-api.joltscooters.co.nz/api/gbfs/new_plymouth/gbfs.json,1.7
JOLT Selwyn,NZ,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://prod-api.joltscooters.co.nz/api/gbfs/selwyn/gbfs.json,1.7
Chełmski Rower,PL,too_small_below_Nmin,17.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_cw/gbfs.json,0.3
Dott Bialogard,PL,ok,46.0,free_floating,46.0,0.0,,0.0,0.0,0.0,46.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/bialogard/gbfs.json,0.2
Dott Bielawa,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/bielawa/gbfs.json,0.3
Dott Braniewo,PL,too_small_below_Nmin,15.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/braniewo/gbfs.json,0.2
Dott Brodnica,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/brodnica/gbfs.json,0.3
Dott Brzeg,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/brzeg/gbfs.json,0.2
Dott Brzeg Dolny,PL,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/brzeg-dolny/gbfs.json,0.2
Dott Bytom,PL,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/bytom/gbfs.json,0.2
Dott Chrzanów,PL,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/chrzanow/gbfs.json,0.2
Dott Częstochowa,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/czestochowa/gbfs.json,0.2
Dott Dzierżoniów,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/dzierzoniow/gbfs.json,0.3
Dott Dziwnów,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/dziwnow/gbfs.json,0.3
Dott Elbląg,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/elblag/gbfs.json,0.3
Dott Gdansk,PL,ok,471.0,free_floating,471.0,0.0,,0.0,0.0,0.0,471.0,100.0,9.0,1.91,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/gdansk/gbfs.json,0.3
Dott Gdansk-Osowa,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/gdansk-osowa/gbfs.json,0.3
Dott Goleniow,PL,too_small_below_Nmin,19.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/goleniow/gbfs.json,0.2
Dott Grodzisk Mazowiecki,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/grodzisk-mazowiecki/gbfs.json,0.2
Dott Grudziadz,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/grudziadz/gbfs.json,0.3
Dott Gryfino,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/gryfino/gbfs.json,0.2
Dott Iława,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/iława/gbfs.json,0.0
Dott Jastrzebie-Zdroj,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/jastrzebie-zdroj/gbfs.json,0.3
Dott Jelenia Góra,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/jelenia-gora/gbfs.json,0.2
Dott Kalisz,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/kalisz/gbfs.json,0.3
Dott Katowice,PL,ok,98.0,free_floating,98.0,0.0,,0.0,0.0,0.0,98.0,100.0,1.0,1.02,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/katowice/gbfs.json,0.2
Dott Kołobrzeg,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/kołobrzeg/gbfs.json,0.0
Dott Konin,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/konin/gbfs.json,0.3
Dott Koscierzyna,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/koscierzyna/gbfs.json,0.2
Dott Koszalin,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/koszalin/gbfs.json,0.3
Dott Krakow,PL,ok,387.0,free_floating,387.0,0.0,,0.0,0.0,0.0,387.0,100.0,2.0,0.52,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/krakow/gbfs.json,0.3
Dott Krynica Morska,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/krynica-morska/gbfs.json,0.3
Dott Kwidzyn,PL,too_small_below_Nmin,10.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/kwidzyn/gbfs.json,0.2
Dott Łeba,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/łeba/gbfs.json,0.0
Dott Lebork,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/lebork/gbfs.json,0.2
Dott Legionowo,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/legionowo/gbfs.json,0.2
Dott Leszno,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/leszno/gbfs.json,0.2
Dott Lubliniec,PL,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/lubliniec/gbfs.json,0.2
Dott Łuków,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/łukow/gbfs.json,0.0
Dott Malbork,PL,too_small_below_Nmin,10.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/malbork/gbfs.json,0.2
Dott Międzyzdroje,PL,ok,24.0,free_floating,24.0,0.0,,0.0,0.0,0.0,24.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/miedzyzdroje/gbfs.json,0.2
Dott Mielno,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/mielno/gbfs.json,0.3
Dott Mikołów,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/mikołow/gbfs.json,0.0
Dott Nowogard,PL,ok,27.0,free_floating,27.0,0.0,,0.0,0.0,0.0,27.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/nowogard/gbfs.json,0.2
Dott Nowy Dwór Mazowiecki,PL,too_small_below_Nmin,10.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/nowy-dwor-mazowiecki/gbfs.json,0.2
Dott Nowy Sącz,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/nowy-sacz/gbfs.json,0.2
Dott Nowy-Targ,PL,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/nowy-targ/gbfs.json,0.2
Dott Nysa,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/nysa/gbfs.json,0.3
Dott Oława,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/oława/gbfs.json,0.0
Dott Oleśnica,PL,ok,71.0,free_floating,71.0,0.0,,0.0,0.0,0.0,71.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/olesnica/gbfs.json,0.2
Dott Ostroda,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/ostroda/gbfs.json,0.3
Dott Oświęcim,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/oswiecim/gbfs.json,0.3
Dott Piekary Śląskie,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/piekary-slaskie/gbfs.json,0.3
Dott Płock,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/płock/gbfs.json,0.0
Dott Police,PL,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/police/gbfs.json,0.2
Dott Poznan,PL,ok,359.0,free_floating,359.0,0.0,,0.0,0.0,0.0,359.0,100.0,8.0,2.23,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/poznan/gbfs.json,0.3
Dott Prawobrzeże,PL,ok,30.0,free_floating,30.0,0.0,,0.0,0.0,0.0,30.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/prawobrzeze/gbfs.json,0.3
Dott Pruszcz Gdański,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/pruszcz-gdanski/gbfs.json,0.2
Dott Rewal,PL,ok,20.0,free_floating,20.0,0.0,,0.0,0.0,0.0,20.0,100.0,2.0,10.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/rewal/gbfs.json,0.2
Dott Ruda Śląska,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/ruda-slaska/gbfs.json,0.2
Dott Siedlce,PL,ok,104.0,free_floating,104.0,0.0,,0.0,0.0,0.0,104.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/siedlce/gbfs.json,0.2
Dott Skawina,PL,ok,34.0,free_floating,34.0,0.0,,0.0,0.0,0.0,34.0,100.0,3.0,8.82,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/skawina/gbfs.json,0.2
Dott Słupsk,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/słupsk/gbfs.json,0.0
Dott Sobieszewo Island,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/sobieszewo-island/gbfs.json,0.3
Dott Starogard Gdański,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/starogard-gdanski/gbfs.json,0.2
Dott Swidnica,PL,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/swidnica/gbfs.json,0.2
Dott Swiecie,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/swiecie/gbfs.json,0.3
Dott Świnoujście,PL,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/swinoujscie/gbfs.json,0.2
Dott Szczecin,PL,ok,108.0,free_floating,108.0,0.0,,0.0,0.0,0.0,108.0,100.0,2.0,1.85,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/szczecin/gbfs.json,0.2
Dott Tarnowskie Góry,PL,too_small_below_Nmin,15.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/tarnowskie-gory/gbfs.json,0.2
Dott Tczew,PL,ok,23.0,free_floating,23.0,0.0,,0.0,0.0,0.0,23.0,100.0,1.0,4.35,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/tczew/gbfs.json,0.2
Dott Toruń,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/torun/gbfs.json,0.3
Dott Trzebnica,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/trzebnica/gbfs.json,0.3
Dott Ustka,PL,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/ustka/gbfs.json,0.3
Dott Warsaw,PL,ok,37.0,free_floating,37.0,0.0,,0.0,0.0,0.0,37.0,100.0,7.0,18.92,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/warsaw/gbfs.json,0.2
Dott Wrocław,PL,fetch_error: UnicodeEncodeError,,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/wrocław/gbfs.json,0.0
Dott Zawiercie,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/zawiercie/gbfs.json,0.2
Dott Żory,PL,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/zory/gbfs.json,0.2
GRM Grodzisk Poland,PL,too_small_below_Nmin,17.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_gp/gbfs.json,0.3
JasKółka,PL,ok,30.0,docked_bike,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,3.33,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_pj/gbfs.json,0.4
Koniński Rower Miejski Poland,PL,too_small_below_Nmin,13.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_pn/gbfs.json,0.3
Koszaliński Rower Miejski Poland,PL,ok,20.0,docked_bike,0.0,0.0,11.5,10.0,0.0,0.0,0.0,0.0,2.0,10.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ps/gbfs.json,0.4
Łódzki Rower Publiczny,PL,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_lp/gbfs.json,0.2
METROROWER,PL,ok,944.0,docked_bike,1.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,100.0,10.59,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_zz/gbfs.json,0.5
MEVO,PL,ok,821.0,docked_bike,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,57.0,6.94,False,False,False,False,https://gbfs.urbansharing.com/rowermevo.pl/gbfs.json,0.4
Piaseczyński Rower Miejski,PL,too_small_below_Nmin,7.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_pi/gbfs.json,0.3
Pruszkowski Rower Miejski,PL,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_or/gbfs.json,0.3
Rower Miejski w Ostrowie Wielkopolskim,PL,too_small_below_Nmin,12.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_po/gbfs.json,0.4
Tarnowski Rower Miejski,PL,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tn/gbfs.json,0.3
Tychowski Rower Miejski,PL,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_py/gbfs.json,0.3
VETURILO 3.0,PL,ok,344.0,docked_bike,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,11.0,3.2,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_vw/gbfs.json,0.4
Włower - Włocławski Rower Miejski,PL,ok,43.0,docked_bike,19.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,9.3,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_wf/gbfs.json,0.4
Wolsztyński Rower Miejski,PL,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_fp/gbfs.json,0.2
WRM nextbike Poland,PL,ok,263.0,docked_bike,7.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,6.0,2.28,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_pl/gbfs.json,0.4
Zielonogórski Rower Miejski,PL,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_pm/gbfs.json,0.2
Żyrardowski Rower Miejski,PL,too_small_below_Nmin,7.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_zy/gbfs.json,0.3
Bird Braga,PT,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://mds.bird.co/gbfs/v2/public/braga/gbfs.json,0.7
Bird Cascais,PT,ok,160.0,free_floating,160.0,0.0,,0.0,0.0,0.0,160.0,100.0,5.0,3.12,False,False,False,True,https://mds.bird.co/gbfs/v2/public/cascais/gbfs.json,1.4
Bird Lisbon,PT,ok,1787.0,free_floating,1787.0,0.0,,0.0,0.0,0.0,1787.0,100.0,0.0,0.0,False,False,False,True,https://mds.bird.co/gbfs/v2/public/lisbon/gbfs.json,1.3
Bird Matosinhos,PT,ok,182.0,free_floating,182.0,0.0,,0.0,0.0,0.0,182.0,100.0,2.0,1.1,False,False,False,True,https://mds.bird.co/gbfs/v2/public/matosinhos/gbfs.json,1.2
Bird Porto,PT,ok,196.0,free_floating,196.0,0.0,,0.0,0.0,0.0,196.0,100.0,0.0,0.0,False,False,False,True,https://mds.bird.co/gbfs/v2/public/porto/gbfs.json,0.9
Bora,PT,ok,39.0,docked_bike,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,12.82,True,False,False,False,https://gbfs.primelayer.pt/gbfs-smartmobility/gbfs/v3/gbfs.json,0.5
Demoland Loule,PT,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_tb/gbfs.json,0.4
TubaBike (Barcelos),PT,ok,41.0,docked_bike,41.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bx/gbfs.json,0.4
Dott Doha,QA,ok,205.0,free_floating,205.0,0.0,,0.0,0.0,0.0,205.0,100.0,3.0,1.46,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/doha/gbfs.json,3.3
Alba Iulia Velocity,RO,too_small_below_Nmin,18.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ai/gbfs.json,0.3
BikeCity Campia Turzii,RO,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rc/gbfs.json,0.4
Buzau VeloCity,RO,ok,49.0,docked_bike,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bv/gbfs.json,0.4
Dej Velo City,RO,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://dej.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.1
Hunedoara,RO,too_small_below_Nmin,12.0,,,,,,,,,,,,,,,,https://hunedoara.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.2
Moinesti,RO,too_small_below_Nmin,8.0,,,,,,,,,,,,,,,,https://moinesti.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.1
Sibiu BikeCity,RO,ok,57.0,docked_bike,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,2.0,3.51,False,False,False,False,https://sibiu.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.2
Slatina Velo City,RO,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rv/gbfs.json,0.3
Slobozia Bike City,RO,ok,21.0,docked_bike,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rw/gbfs.json,0.4
Targu Mures,RO,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://targumures.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.2
Topoloveni Bike,RO,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rt/gbfs.json,0.3
Velo Sântana,RO,too_small_below_Nmin,8.0,,,,,,,,,,,,,,,,https://santana.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.2
Dott Jeddah,SA,ok,46.0,free_floating,46.0,0.0,,0.0,0.0,0.0,46.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/jeddah/gbfs.json,0.2
Dott Makkah,SA,too_small_below_Nmin,0.0,,,,,,,,,,,,,,,,https://gbfs.api.ridedott.com/public/v2/makkah/gbfs.json,0.2
Dott Riyadh,SA,ok,173.0,free_floating,173.0,0.0,,0.0,0.0,0.0,173.0,100.0,0.0,0.0,False,False,False,True,https://gbfs.api.ridedott.com/public/v2/riyadh/gbfs.json,0.2
